Date,Open,High,Low,Close,Adj Close,Volume
01/12/2003,45.709.000,45.728.001,45.449.001,45.480.000,45.480.000,0
 ,45.474.998,45.507.999,45.352.001,45.451.000,45.451.000,0
15/12/2003,45.450.001,45.500.000,45.332.001,45.455.002,45.455.002,0
22/12/2003,45.417.000,45.549.000,45.296.001,45.507.999,45.507.999,0
29/12/2003,45.439.999,45.645.000,45.421.001,45.560.001,45.560.001,0
05/01/2004,45.528.000,45.604.000,45.230.000,45.351.002,45.351.002,0
12/01/2004,45.328.999,45.405.998,45.231.998,45.352.001,45.352.001,0
19/01/2004,45.356.998,45.393.002,45.230.000,45.243.999,45.243.999,0
26/01/2004,45.250.000,45.332.001,45.000.000,45.000.000,45.000.000,0
02/02/2004,45.151.001,45.244.999,45.105.000,45.290.001,45.290.001,0
09/02/2004,45.166.000,45.373.001,45.080.002,45.373.001,45.373.001,0
16/02/2004,45.179.001,45.238.998,45.125.000,45.238.998,45.238.998,0
23/02/2004,45.173.000,45.286.999,45.115.002,45.195.999,45.195.999,0
01/03/2004,45.165.001,45.254.002,45.064.999,45.200.001,45.200.001,0
08/03/2004,45.200.001,45.278.999,45.051.998,45.278.999,45.278.999,0
15/03/2004,45.172.001,45.188.000,45.066.002,45.104.000,45.104.000,0
22/03/2004,45.091.999,45.110.001,44.334.999,44.520.000,44.520.000,0
29/03/2004,44.505.001,44.537.998,43.275.002,43.691.002,43.691.002,0
05/04/2004,43.691.002,43.716.999,43.366.001,43.522.999,43.522.999,0
12/04/2004,43.521.000,43.924.999,43.521.000,43.740.002,43.740.002,0
19/04/2004,43.731.998,44.115.002,43.688.000,44.109.001,44.109.001,0
26/04/2004,44.126.999,44.439.999,43.945.000,44.259.998,44.259.998,0
03/05/2004,44.285.999,44.889.999,44.262.001,44.529.999,44.529.999,0
10/05/2004,44.529.999,45.580.002,44.529.999,45.380.001,45.380.001,0
17/05/2004,45.380.001,45.898.998,45.046.001,45.182.999,45.182.999,0
24/05/2004,45.192.001,45.505.001,45.167.000,45.219.002,45.219.002,0
31/05/2004,45.290.001,45.396.000,44.950.001,44.972.000,44.972.000,0
07/06/2004,45.044.998,45.080.002,44.801.998,45.066.002,45.066.002,0
14/06/2004,44.994.999,45.595.001,44.994.999,45.507.999,45.507.999,0
21/06/2004,45.564.999,46.180.000,45.502.998,45.648.998,45.648.998,0
28/06/2004,45.681.000,46.025.002,45.501.999,45.501.999,45.501.999,0
05/07/2004,45.590.000,46.000.000,45.549.999,45.645.000,45.645.000,0
12/07/2004,45.612.999,46.130.001,45.563.000,46.088.001,46.088.001,0
19/07/2004,46.089.001,46.255.001,45.859.001,46.129.002,46.129.002,0
26/07/2004,46.139.999,46.415.001,46.091.999,46.237.999,46.237.999,0
02/08/2004,46.250.000,46.395.000,46.111.000,46.111.000,46.111.000,0
09/08/2004,46.192.001,46.410.000,46.105.000,46.229.000,46.229.000,0
16/08/2004,46.230.000,46.347.000,46.115.002,46.220.001,46.220.001,0
23/08/2004,46.208.000,46.292.999,46.125.000,46.209.999,46.209.999,0
30/08/2004,46.228.001,46.326.000,46.099.998,46.257.000,46.257.000,0
06/09/2004,46.228.001,46.301.998,46.105.000,46.172.001,46.172.001,0
13/09/2004,46.139.000,46.157.001,45.709.999,45.771.000,45.771.000,0
20/09/2004,45.784.000,45.875.999,45.693.001,45.799.999,45.799.999,0
27/09/2004,45.869.999,46.095.001,45.755.001,45.993.000,45.993.000,0
04/10/2004,45.849.998,45.856.998,45.625.000,45.674.999,45.674.999,0
11/10/2004,45.645.000,45.804.001,45.624.001,45.743.999,45.743.999,0
18/10/2004,45.749.001,45.782.001,45.570.999,45.610.001,45.610.001,0
25/10/2004,45.606.998,45.660.000,45.244.999,45.243.999,45.243.999,0
01/11/2004,45.317.001,45.480.000,44.943.001,44.959.999,44.959.999,0
08/11/2004,44.946.999,45.132.000,44.939.999,45.029.999,45.029.999,0
15/11/2004,45.032.001,45.080.002,44.837.002,44.930.000,44.930.000,0
22/11/2004,44.931.000,45.020.000,44.868.999,44.928.001,44.928.001,0
29/11/2004,44.888.000,44.919.998,43.932.999,43.991.001,43.991.001,0
06/12/2004,43.991.001,44.660.000,43.560.001,44.569.000,44.569.000,0
13/12/2004,44.570.999,44.588.001,43.654.999,43.875.999,43.875.999,0
20/12/2004,43.889.000,43.943.001,43.547.001,43.612.999,43.612.999,0
27/12/2004,43.612.000,43.779.999,43.265.999,43.307.999,43.307.999,0
03/01/2005,43.310.001,43.901.001,43.250.000,43.832.001,43.832.001,0
10/01/2005,43.827.000,43.959.000,43.479.000,43.520.000,43.520.000,0
17/01/2005,43.512.001,43.744.999,43.470.001,43.599.998,43.599.998,0
24/01/2005,43.587.002,43.762.001,43.549.999,43.580.002,43.580.002,0
31/01/2005,43.580.002,43.667.000,43.219.002,43.275.002,43.275.002,0
07/02/2005,43.384.998,43.757.999,43.287.998,43.700.001,43.700.001,0
14/02/2005,43.688.999,43.770.000,43.575.001,43.660.000,43.660.000,0
21/02/2005,43.651.001,43.750.000,43.520.000,43.599.998,43.599.998,0
28/02/2005,43.589.001,43.678.001,43.525.002,43.567.001,43.567.001,0
07/03/2005,43.610.001,43.658.001,43.396.999,43.419.998,43.419.998,0
14/03/2005,43.410.999,43.687.000,43.403.000,43.549.999,43.549.999,0
21/03/2005,43.537.998,43.821.999,43.520.000,43.619.999,43.619.999,0
28/03/2005,43.660.000,43.830.002,43.472.000,43.619.999,43.619.999,0
04/04/2005,43.493.000,43.820.000,43.481.998,43.599.998,43.599.998,0
11/04/2005,43.647.999,43.830.002,43.549.999,43.700.001,43.700.001,0
18/04/2005,43.692.001,43.790.001,43.551.998,43.660.000,43.660.000,0
25/04/2005,43.653.000,43.722.000,43.361.000,43.431.999,43.431.999,0
02/05/2005,43.432.999,43.599.998,43.259.998,43.430.000,43.430.000,0
09/05/2005,43.430.000,43.520.000,43.130.001,43.360.001,43.360.001,0
16/05/2005,43.349.998,43.599.998,43.314.999,43.450.001,43.450.001,0
23/05/2005,43.368.999,43.544.998,43.360.001,43.500.000,43.500.000,0
30/05/2005,43.431.999,43.766.998,43.400.002,43.560.001,43.560.001,0
06/06/2005,43.584.999,43.651.001,43.340.000,43.470.001,43.470.001,0
13/06/2005,43.472.000,43.660.000,43.417.999,43.459.999,43.459.999,0
20/06/2005,43.452.000,43.612.000,43.380.001,43.404.999,43.404.999,0
27/06/2005,43.430.000,43.564.999,43.375.000,43.459.999,43.459.999,0
04/07/2005,43.551.998,43.632.000,43.380.001,43.540.001,43.540.001,0
11/07/2005,43.540.001,44.409.000,43.380.001,43.470.001,43.470.001,0
18/07/2005,43.470.001,43.540.001,43.000.000,43.369.999,43.369.999,0
25/07/2005,43.369.999,43.564.999,43.258.999,43.360.001,43.360.001,0
01/08/2005,43.353.001,43.532.001,43.285.000,43.419.998,43.419.998,0
08/08/2005,43.410.000,43.590.000,43.396.000,43.520.000,43.520.000,0
15/08/2005,43.506.001,43.562.000,43.358.002,43.500.000,43.500.000,0
22/08/2005,43.490.002,43.755.001,43.477.001,43.599.998,43.599.998,0
29/08/2005,43.647.999,44.130.001,43.599.998,43.880.001,43.880.001,0
05/09/2005,43.870.998,43.935.001,43.632.000,43.740.002,43.740.002,0
12/09/2005,43.734.001,43.962.002,43.700.001,43.799.999,43.799.999,0
19/09/2005,43.787.998,43.939.999,43.759.998,43.849.998,43.849.998,0
26/09/2005,43.770.000,44.064.999,43.770.000,43.880.001,43.880.001,0
03/10/2005,43.872.002,44.349.998,43.855.999,44.259.998,44.259.998,0
10/10/2005,44.241.001,44.950.001,44.237.999,44.770.000,44.770.000,0
17/10/2005,44.727.001,45.375.000,44.712.002,45.009.998,45.009.998,0
24/10/2005,44.993.999,45.172.001,44.869.999,44.970.001,44.970.001,0
31/10/2005,44.985.001,45.520.000,44.973.000,45.419.998,45.419.998,0
07/11/2005,45.411.999,45.990.002,45.349.998,45.480.000,45.480.000,0
14/11/2005,45.615.002,45.799.999,45.500.999,45.660.000,45.660.000,0
21/11/2005,45.650.002,45.845.001,45.560.001,45.740.002,45.740.002,0
28/11/2005,45.733.002,46.195.000,45.650.002,46.060.001,46.060.001,0
05/12/2005,46.048.000,46.330.002,46.000.000,46.139.999,46.139.999,0
12/12/2005,46.132.000,46.202.000,45.125.000,45.279.999,45.279.999,0
19/12/2005,45.271.999,45.375.000,44.840.000,45.060.001,45.060.001,0
26/12/2005,45.049.999,45.294.998,44.924.999,44.970.001,44.970.001,0
02/01/2006,44.969.002,45.090.000,44.255.001,44.500.000,44.500.000,0
09/01/2006,44.485.001,44.500.000,43.889.999,44.070.000,44.070.000,0
16/01/2006,44.188.999,44.485.001,44.000.000,44.150.002,44.150.002,0
23/01/2006,44.270.000,44.345.001,43.919.998,43.939.999,43.939.999,0
30/01/2006,43.926.998,44.314.999,43.858.002,44.160.000,44.160.000,0
06/02/2006,44.140.999,44.285.000,44.019.001,44.040.001,44.040.001,0
13/02/2006,44.030.998,44.450.001,44.021.999,44.320.000,44.320.000,0
20/02/2006,44.305.000,44.599.998,44.200.001,44.290.001,44.290.001,0
27/02/2006,44.290.001,44.525.002,44.035.000,44.180.000,44.180.000,0
06/03/2006,44.180.000,44.555.000,44.119.999,44.459.999,44.459.999,0
13/03/2006,44.445.999,44.520.000,44.098.999,44.250.000,44.250.000,0
20/03/2006,44.250.000,44.630.001,44.195.000,44.424.999,44.424.999,0
27/03/2006,44.465.000,44.634.998,44.415.001,44.540.001,44.540.001,0
03/04/2006,44.528.999,44.645.000,44.334.999,44.404.999,44.404.999,0
10/04/2006,44.404.999,45.235.001,44.404.999,45.000.000,45.000.000,0
17/04/2006,44.992.001,45.200.001,44.945.000,44.994.999,44.994.999,0
24/04/2006,44.994.999,45.070.000,44.706.001,44.805.000,44.805.000,0
01/05/2006,44.805.000,44.919.998,44.735.001,44.779.999,44.779.999,0
08/05/2006,44.785.000,45.035.000,44.741.001,44.825.001,44.825.001,0
15/05/2006,45.099.998,45.555.000,44.625.000,45.360.001,45.360.001,0
22/05/2006,45.354.000,45.817.001,45.279.999,45.755.001,45.755.001,0
29/05/2006,45.896.999,46.414.001,45.580.002,45.605.000,45.605.000,0
05/06/2006,45.583.000,46.014.999,45.583.000,45.744.999,45.744.999,0
12/06/2006,45.805.000,45.985.001,45.625.000,45.625.000,45.625.000,0
19/06/2006,45.848.000,46.134.998,45.755.001,45.939.999,45.939.999,0
26/06/2006,45.933.998,46.356.998,45.805.000,45.880.001,45.880.001,0
03/07/2006,45.872.002,46.090.000,45.785.000,45.860.001,45.860.001,0
10/07/2006,45.851.002,46.390.999,45.841.999,46.125.000,46.125.000,0
17/07/2006,46.328.999,46.924.999,46.324.001,46.580.002,46.580.002,0
24/07/2006,46.569.000,46.904.999,46.455.002,46.465.000,46.465.000,0
31/07/2006,46.590.000,46.679.001,46.355.000,46.459.999,46.459.999,0
07/08/2006,46.431.000,46.521.999,46.255.001,46.424.999,46.424.999,0
14/08/2006,46.424.999,46.544.998,46.279.999,46.400.002,46.400.002,0
21/08/2006,46.389.000,46.529.999,46.340.000,46.345.001,46.345.001,0
28/08/2006,46.459.999,46.500.000,46.283.001,46.507.999,46.507.999,0
04/09/2006,46.314.999,46.384.998,45.985.001,45.994.999,45.994.999,0
11/09/2006,46.160.000,46.278.999,45.884.998,45.884.998,45.884.998,0
18/09/2006,46.047.001,46.064.999,45.709.999,45.709.999,45.709.999,0
25/09/2006,45.740.002,45.902.000,45.694.000,45.715.000,45.715.000,0
02/10/2006,45.779.999,45.782.001,45.355.000,45.355.000,45.355.000,0
09/10/2006,45.508.999,45.733.002,45.244.999,45.299.999,45.299.999,0
16/10/2006,45.297.001,45.396.999,45.124.001,45.125.000,45.125.000,0
23/10/2006,45.229.000,45.355.000,44.986.000,45.005.001,45.005.001,0
30/10/2006,45.000.000,45.019.001,44.695.000,44.695.000,44.695.000,0
06/11/2006,44.813.999,44.832.001,44.395.000,44.485.001,44.485.001,0
13/11/2006,44.612.000,45.279.999,44.605.000,44.685.001,44.685.001,0
20/11/2006,44.779.999,45.035.000,44.529.999,44.529.999,44.529.999,0
27/11/2006,44.529.999,44.759.998,44.435.001,44.435.001,44.435.001,0
04/12/2006,44.560.001,44.740.002,44.355.000,44.465.000,44.465.000,0
11/12/2006,44.560.001,44.919.998,44.466.999,44.500.000,44.500.000,0
18/12/2006,44.493.999,44.869.999,44.305.000,44.305.000,44.305.000,0
25/12/2006,44.305.000,44.590.000,44.040.001,44.040.001,44.040.001,0
01/01/2007,44.220.001,44.480.000,44.040.001,44.220.001,44.220.001,0
08/01/2007,44.365.002,44.619.999,44.209.999,44.255.001,44.255.001,0
15/01/2007,44.349.998,44.384.998,44.025.002,44.084.999,44.084.999,0
22/01/2007,44.084.999,44.294.998,44.014.999,44.040.001,44.040.001,0
29/01/2007,44.014.999,44.327.499,43.919.998,43.919.998,43.919.998,0
05/02/2007,43.935.001,44.139.999,43.117.001,43.980.000,43.980.000,0
12/02/2007,43.971.001,44.205.002,43.805.000,44.000.000,44.000.000,0
19/02/2007,43.993.000,44.282.501,43.915.001,44.200.001,44.200.001,0
26/02/2007,44.189.999,44.345.001,43.959.000,44.035.000,44.035.000,0
05/03/2007,44.498.001,44.650.002,44.005.001,44.009.998,44.009.998,0
12/03/2007,43.855.000,44.352.501,43.855.000,43.889.999,43.889.999,0
19/03/2007,44.033.001,44.040.001,43.215.000,43.305.000,43.305.000,0
26/03/2007,43.292.000,43.735.001,42.709.999,43.044.998,43.044.998,0
02/04/2007,43.200.001,43.235.001,42.681.000,42.695.000,42.695.000,0
09/04/2007,42.847.500,43.014.999,42.365.002,42.365.002,42.365.002,0
16/04/2007,42.365.002,42.520.000,41.505.001,41.520.000,41.520.000,0
23/04/2007,41.665.001,41.732.498,40.485.001,40.724.998,40.724.998,0
30/04/2007,41.349.998,41.430.000,40.514.999,40.680.000,40.680.000,0
07/05/2007,40.671.001,41.415.001,40.500.000,40.674.999,40.674.999,0
14/05/2007,41.037.498,41.037.498,40.286.999,40.299.999,40.299.999,0
21/05/2007,40.294.998,40.665.001,40.075.001,40.520.000,40.520.000,0
28/05/2007,40.512.001,40.810.001,40.125.000,40.215.000,40.215.000,0
04/06/2007,40.500.000,41.130.001,40.124.001,40.759.998,40.759.998,0
11/06/2007,40.990.002,41.064.999,40.419.998,40.459.999,40.459.999,0
18/06/2007,40.520.000,40.845.001,40.425.999,40.494.999,40.494.999,0
25/06/2007,40.680.000,41.047.501,40.525.002,40.529.999,40.529.999,0
02/07/2007,40.619.999,40.669.998,40.229.000,40.310.001,40.310.001,0
09/07/2007,40.400.002,40.632.000,40.127.998,40.200.001,40.200.001,0
16/07/2007,40.404.999,40.445.000,40.125.000,40.125.000,40.125.000,0
23/07/2007,40.340.000,40.535.000,40.046.001,40.320.000,40.320.000,0
30/07/2007,40.572.498,40.575.001,40.115.002,40.195.000,40.195.000,0
06/08/2007,40.259.998,40.695.000,40.187.000,40.400.002,40.400.002,0
13/08/2007,40.513.000,41.615.002,40.342.999,41.000.000,41.000.000,0
20/08/2007,40.992.001,41.180.000,40.715.000,40.840.000,40.840.000,0
27/08/2007,40.980.000,41.302.502,40.575.001,40.575.001,40.575.001,0
03/09/2007,40.660.000,40.947.498,40.340.000,40.599.998,40.599.998,0
10/09/2007,40.419.998,40.610.001,40.269.001,40.285.000,40.285.000,0
17/09/2007,40.430.000,40.599.998,39.587.002,39.770.000,39.770.000,0
24/09/2007,39.820.000,39.830.002,39.425.999,39.575.001,39.575.001,0
01/10/2007,39.580.002,39.855.000,39.150.002,39.404.999,39.404.999,0
08/10/2007,39.389.999,39.537.498,39.028.999,39.095.001,39.095.001,0
15/10/2007,39.299.999,39.825.001,39.145.000,39.450.001,39.450.001,0
22/10/2007,39.892.502,39.900.002,39.235.001,39.235.001,39.235.001,0
29/10/2007,39.235.001,39.455.002,39.146.000,39.265.999,39.265.999,0
05/11/2007,39.233.002,39.365.002,38.979.000,39.044.998,39.044.998,0
12/11/2007,38.995.998,39.384.998,38.987.999,39.174.999,39.174.999,0
19/11/2007,39.294.998,39.630.001,39.139.000,39.599.998,39.599.998,0
26/11/2007,39.514.999,39.884.998,39.382.999,39.362.999,39.362.999,0
03/12/2007,39.394.001,39.619.999,39.169.998,39.360.001,39.360.001,0
10/12/2007,39.351.002,39.415.001,39.215.000,39.240.002,39.240.002,0
17/12/2007,39.365.002,39.632.500,39.223.000,39.235.001,39.235.001,0
24/12/2007,39.470.001,39.509.998,39.186.001,39.244.999,39.244.999,0
31/12/2007,39.395.000,39.465.000,39.084.000,39.095.001,39.095.001,0
07/01/2008,39.340.000,39.340.000,39.064.999,39.095.001,39.095.001,0
14/01/2008,39.279.999,39.334.999,39.084.000,39.134.998,39.134.998,0
21/01/2008,39.340.000,39.759.998,39.084.999,39.245.998,39.245.998,0
28/01/2008,39.292.000,39.465.000,39.055.000,39.055.000,39.055.000,0
04/02/2008,39.330.002,39.724.998,39.064.999,39.535.000,39.535.000,0
11/02/2008,39.639.999,39.880.001,39.494.999,39.584.999,39.584.999,0
18/02/2008,39.669.998,40.209.999,39.581.001,39.974.998,39.974.998,0
25/02/2008,40.000.000,40.075.001,39.615.002,39.910.000,39.910.000,0
03/03/2008,40.169.998,40.630.001,39.990.002,40.355.000,40.355.000,0
10/03/2008,40.560.001,40.700.001,39.869.999,40.075.001,40.075.001,0
17/03/2008,40.759.998,40.810.001,40.104.000,40.185.001,40.185.001,0
24/03/2008,40.369.999,40.404.999,39.615.002,39.615.002,39.615.002,0
31/03/2008,39.834.999,40.070.000,39.761.002,39.805.000,39.805.000,0
07/04/2008,39.915.001,40.037.498,39.775.002,39.775.002,39.775.002,0
14/04/2008,39.875.000,39.980.000,39.646.999,39.665.001,39.665.001,0
21/04/2008,39.860.001,40.240.002,39.735.001,39.990.002,39.990.002,0
28/04/2008,40.134.998,40.715.000,40.000.000,40.485.001,40.485.001,0
05/05/2008,40.630.001,41.740.002,40.435.001,41.500.000,41.500.000,0
12/05/2008,41.599.998,42.860.001,41.583.000,42.435.001,42.435.001,0
19/05/2008,42.185.001,43.169.998,42.164.001,42.610.001,42.610.001,0
26/05/2008,42.750.000,42.950.001,42.084.999,42.084.999,42.084.999,0
02/06/2008,42.084.999,42.915.001,42.084.999,42.564.999,42.564.999,0
09/06/2008,42.845.001,42.950.001,42.583.000,42.805.000,42.805.000,0
16/06/2008,42.880.001,42.970.001,42.702.999,42.799.999,42.799.999,0
23/06/2008,42.959.999,42.970.001,42.525.002,42.715.000,42.715.000,0
30/06/2008,42.915.001,43.362.499,42.839.001,43.084.999,43.084.999,0
07/07/2008,43.119.999,43.389.999,42.646.999,42.728.001,42.728.001,0
14/07/2008,42.865.002,43.205.002,42.584.999,42.595.001,42.595.001,0
21/07/2008,42.779.999,42.825.001,41.794.998,42.084.999,42.084.999,0
28/07/2008,42.299.999,42.735.001,42.185.001,42.433.998,42.433.998,0
04/08/2008,null,null,null,null,null,null
11/08/2008,null,null,null,null,null,null
18/08/2008,null,null,null,null,null,null
25/08/2008,43.955.002,44.062.500,43.430.000,43.625.000,43.625.000,0
01/09/2008,43.930.000,44.639.999,43.869.999,44.573.002,44.573.002,0
08/09/2008,44.573.002,45.744.999,44.130.001,45.560.001,45.560.001,0
15/09/2008,45.560.001,46.948.002,45.243.000,45.705.002,45.705.002,0
22/09/2008,45.560.001,46.570.999,45.222.000,46.498.001,46.498.001,0
29/09/2008,46.498.001,47.165.001,46.147.999,46.973.000,46.973.000,0
06/10/2008,46.973.000,49.119.999,46.973.000,48.423.000,48.423.000,0
13/10/2008,48.459.999,48.990.002,47.577.999,48.823.002,48.823.002,0
20/10/2008,48.823.002,49.994.999,48.660.000,49.755.001,49.755.001,0
27/10/2008,49.980.000,50.255.001,48.483.002,49.403.000,49.403.000,0
03/11/2008,49.403.000,49.403.000,46.849.998,47.555.000,47.555.000,0
10/11/2008,47.555.000,49.452.499,47.215.000,48.783.001,48.783.001,0
17/11/2008,48.985.001,50.613.998,48.762.001,49.548.000,49.548.000,0
24/11/2008,50.044.998,50.233.002,48.798.000,49.568.001,49.568.001,0
01/12/2008,50.119.999,50.557.999,49.423.000,49.563.000,49.563.000,0
08/12/2008,49.230.000,49.573.002,47.938.000,48.233.002,48.233.002,0
15/12/2008,48.233.002,48.233.002,46.587.002,47.037.998,47.037.998,0
22/12/2008,47.270.000,49.099.998,47.270.000,48.682.999,48.682.999,0
29/12/2008,48.200.001,49.075.001,47.970.001,48.244.999,48.244.999,0
05/01/2009,48.799.999,49.119.999,48.022.999,48.292.999,48.292.999,0
12/01/2009,48.299.999,49.132.999,48.299.999,48.643.002,48.643.002,0
19/01/2009,48.779.999,49.283.001,48.506.001,49.018.002,49.018.002,0
26/01/2009,48.627.998,49.099.998,48.430.000,48.733.002,48.733.002,0
02/02/2009,48.733.002,49.080.002,48.373.001,48.623.001,48.623.001,0
09/02/2009,48.623.001,48.938.000,48.463.001,48.598.000,48.598.000,0
16/02/2009,48.598.000,50.037.998,48.598.000,49.733.002,49.733.002,0
23/02/2009,49.553.001,51.123.001,49.257.000,50.893.002,50.893.002,0
02/03/2009,50.893.002,52.160.000,50.893.002,51.682.999,51.682.999,0
09/03/2009,51.682.999,51.990.002,50.983.002,51.452.999,51.452.999,0
16/03/2009,51.452.999,51.669.998,50.070.000,50.563.000,50.563.000,0
23/03/2009,50.563.000,50.990.002,50.098.999,50.493.000,50.493.000,0
30/03/2009,50.493.000,51.252.998,49.728.001,49.928.001,49.928.001,0
06/04/2009,49.928.001,50.605.000,49.605.999,49.627.998,49.627.998,0
13/04/2009,49.627.998,50.020.000,49.369.999,49.803.001,49.803.001,0
20/04/2009,49.803.001,50.525.002,49.598.000,49.693.001,49.693.001,0
27/04/2009,49.693.001,50.542.999,49.060.001,49.192.001,49.192.001,0
04/05/2009,50.029.999,50.029.999,49.073.002,49.147.999,49.147.999,0
11/05/2009,49.147.999,50.020.000,49.049.999,49.382.999,49.382.999,0
18/05/2009,49.382.999,49.382.999,46.930.000,47.145.000,47.145.000,0
25/05/2009,47.099.998,48.080.002,46.949.001,47.112.999,47.112.999,0
01/06/2009,47.112.999,47.310.001,46.714.001,47.068.001,47.068.001,0
08/06/2009,47.099.998,47.759.998,47.049.999,47.308.998,47.308.998,0
15/06/2009,47.599.998,48.294.998,47.573.002,48.018.002,48.018.002,0
22/06/2009,48.018.002,48.928.001,48.018.002,48.018.002,48.018.002,0
29/06/2009,48.018.002,48.252.998,47.702.000,47.807.999,47.807.999,0
06/07/2009,47.807.999,49.020.000,47.807.999,48.763.000,48.763.000,0
13/07/2009,48.763.000,49.428.001,48.279.999,48.563.000,48.563.000,0
20/07/2009,48.740.002,48.740.002,48.089.001,48.162.998,48.162.998,0
27/07/2009,48.162.998,48.570.000,47.625.999,47.625.999,47.625.999,0
03/08/2009,47.625.999,47.963.001,47.272.999,47.737.999,47.737.999,0
10/08/2009,47.737.999,48.483.002,47.654.999,48.193.001,48.193.001,0
17/08/2009,48.193.001,48.983.002,48.193.001,48.432.999,48.432.999,0
24/08/2009,48.432.999,48.900.002,48.389.999,48.528.000,48.528.000,0
31/08/2009,48.650.002,48.924.999,48.509.998,48.868.000,48.868.000,0
07/09/2009,48.580.002,48.612.999,48.368.999,48.394.001,48.394.001,0
14/09/2009,48.639.999,48.639.999,47.997.002,48.037.998,48.037.998,0
21/09/2009,48.000.000,48.279.999,47.882.999,47.938.000,47.938.000,0
28/09/2009,47.862.999,48.132.999,47.623.001,47.627.998,47.627.998,0
05/10/2009,47.627.998,47.709.999,46.208.000,46.458.000,46.458.000,0
12/10/2009,46.410.000,46.678.001,45.799.999,46.217.999,46.217.999,0
19/10/2009,46.083.000,46.814.999,45.932.499,46.428.001,46.428.001,0
26/10/2009,46.428.001,47.619.999,46.410.000,46.917.999,46.917.999,0
02/11/2009,46.903.000,47.438.000,46.733.002,46.740.002,46.740.002,0
09/11/2009,46.799.999,46.799.999,46.240.002,46.257.999,46.257.999,0
16/11/2009,46.330.002,46.757.999,45.990.002,46.643.002,46.643.002,0
23/11/2009,46.520.000,47.064.999,45.840.000,46.553.001,46.553.001,0
30/11/2009,46.553.001,46.553.001,46.000.000,46.150.002,46.150.002,0
07/12/2009,46.150.002,46.849.998,46.150.002,46.473.000,46.473.000,0
14/12/2009,46.473.000,46.958.000,46.473.000,46.702.999,46.702.999,0
21/12/2009,46.702.999,46.897.999,46.650.002,46.650.002,46.650.002,0
28/12/2009,46.533.001,46.764.999,46.400.002,46.610.001,46.610.001,0
04/01/2010,46.610.001,46.610.001,45.483.002,45.518.002,45.518.002,0
11/01/2010,45.764.999,45.813.000,45.223.000,45.803.001,45.803.001,0
18/01/2010,45.803.001,46.313.000,45.502.998,46.223.000,46.223.000,0
25/01/2010,46.150.002,46.548.000,45.848.000,46.098.000,46.098.000,0
01/02/2010,46.098.000,46.750.000,45.900.002,46.737.999,46.737.999,0
08/02/2010,46.737.999,46.868.000,46.318.001,46.400.002,46.400.002,0
15/02/2010,46.400.002,46.472.500,45.950.001,46.252.998,46.252.998,0
22/02/2010,46.252.998,46.487.999,45.900.002,46.068.001,46.068.001,0
01/03/2010,45.967.999,46.133.999,45.400.002,45.507.999,45.507.999,0
08/03/2010,45.610.001,45.658.001,45.250.000,45.498.001,45.498.001,0
15/03/2010,45.498.001,45.669.998,45.250.000,45.268.002,45.268.002,0
22/03/2010,45.268.002,45.700.001,45.090.000,45.138.000,45.138.000,0
29/03/2010,45.235.001,45.235.001,44.590.000,44.807.999,44.807.999,0
05/04/2010,44.889.999,44.889.999,44.119.999,44.119.999,44.119.999,0
12/04/2010,44.119.999,44.674.999,44.119.999,44.318.001,44.318.001,0
19/04/2010,44.318.001,44.737.999,44.290.001,44.290.001,44.290.001,0
26/04/2010,44.290.001,44.757.999,44.217.999,44.217.999,44.217.999,0
03/05/2010,44.217.999,45.717.999,44.217.999,45.417.999,45.417.999,0
10/05/2010,45.417.999,45.417.999,44.750.000,45.217.999,45.217.999,0
17/05/2010,45.209.999,47.330.002,45.209.999,46.917.999,46.917.999,0
24/05/2010,46.917.999,47.730.000,46.299.999,46.327.999,46.327.999,0
