Date,Open,High,Low,Close,Adj Close,Volume
31/05/2010,46.327.999,47.270.000,46.327.999,46.868.000,46.868.000,0
07/06/2010,46.868.000,47.400.002,46.709.999,46.778.000,46.778.000,0
14/06/2010,46.830.002,46.830.002,45.978.001,45.978.001,45.978.001,0
21/06/2010,45.978.001,46.598.000,45.540.001,46.358.002,46.358.002,0
28/06/2010,46.358.002,46.778.000,46.070.000,46.568.001,46.568.001,0
05/07/2010,46.779.999,47.145.000,46.520.000,46.658.001,46.658.001,0
12/07/2010,46.658.001,46.932.999,46.400.002,46.702.999,46.702.999,0
19/07/2010,46.770.000,47.428.001,46.080.002,46.917.999,46.917.999,0
26/07/2010,46.939.999,47.053.001,46.349.998,46.368.000,46.368.000,0
02/08/2010,46.400.002,46.400.002,45.950.001,46.056.000,46.056.000,0
09/08/2010,45.958.000,47.029.999,45.939.999,46.709.999,46.709.999,0
16/08/2010,46.627.998,46.880.001,46.257.999,46.358.002,46.358.002,0
23/08/2010,46.608.002,47.018.002,46.560.001,46.787.998,46.787.998,0
30/08/2010,46.803.001,47.103.001,46.467.999,46.599.998,46.599.998,0
06/09/2010,46.577.999,46.868.000,46.202.999,46.303.001,46.303.001,0
13/09/2010,46.480.000,46.480.000,45.768.002,46.099.998,46.099.998,0
20/09/2010,45.877.998,45.877.998,45.090.000,45.450.001,45.450.001,0
27/09/2010,45.240.002,45.278.000,44.403.000,44.563.000,44.563.000,0
04/10/2010,44.412.998,44.779.999,42.209.999,44.200.001,44.200.001,0
11/10/2010,44.408.001,44.757.999,43.987.999,44.068.001,44.068.001,0
18/10/2010,44.158.001,44.592.999,44.158.001,44.200.001,44.200.001,0
25/10/2010,44.590.000,44.610.001,44.240.002,44.419.998,44.419.998,0
01/11/2010,44.320.000,44.478.001,43.840.000,44.013.000,44.013.000,0
08/11/2010,44.205.002,44.868.000,44.189.999,44.240.002,44.240.002,0
15/11/2010,44.778.000,45.564.999,44.778.000,45.150.002,45.150.002,0
22/11/2010,45.290.001,45.873.001,45.182.999,45.557.999,45.557.999,0
29/11/2010,45.709.999,46.110.001,44.900.002,45.130.001,45.130.001,0
06/12/2010,44.912.998,45.330.002,44.500.000,45.049.999,45.049.999,0
13/12/2010,44.950.001,45.605.000,44.849.998,45.250.000,45.250.000,0
20/12/2010,45.167.999,45.654.999,44.950.001,45.060.001,45.060.001,0
27/12/2010,45.110.001,45.278.000,44.654.999,44.810.001,44.810.001,0
03/01/2011,44.818.001,45.522.999,44.599.998,45.180.000,45.180.000,0
10/01/2011,45.358.002,45.548.000,44.910.000,44.959.999,44.959.999,0
17/01/2011,45.360.001,45.842.999,45.298.000,45.778.000,45.778.000,0
24/01/2011,45.588.001,45.853.001,45.450.001,45.688.000,45.688.000,0
31/01/2011,45.838.001,46.009.998,45.410.000,45.560.001,45.560.001,0
07/02/2011,45.608.002,45.775.002,45.150.002,45.630.001,45.630.001,0
14/02/2011,45.685.001,45.685.001,45.099.998,45.209.999,45.209.999,0
21/02/2011,45.195.000,45.490.002,44.917.999,45.400.002,45.400.002,0
28/02/2011,45.250.000,45.302.502,44.750.000,44.849.998,44.849.998,0
07/03/2011,44.980.000,45.285.000,44.849.998,45.110.001,45.110.001,0
14/03/2011,45.237.999,45.360.001,44.950.001,45.049.999,45.049.999,0
21/03/2011,44.998.001,45.083.000,44.549.999,44.599.998,44.599.998,0
28/03/2011,44.693.001,44.893.002,44.389.999,44.450.001,44.450.001,0
04/04/2011,44.264.999,44.465.000,43.930.000,44.099.998,44.099.998,0
11/04/2011,44.063.000,44.592.999,44.055.000,44.419.998,44.419.998,0
18/04/2011,44.320.000,44.689.999,44.250.000,44.259.998,44.259.998,0
25/04/2011,44.365.002,44.615.002,44.208.000,44.299.999,44.299.999,0
02/05/2011,44.215.000,44.889.999,44.215.000,44.700.001,44.700.001,0
09/05/2011,44.790.001,45.040.001,44.590.000,44.709.999,44.709.999,0
16/05/2011,44.849.998,45.169.998,44.849.998,44.849.998,44.849.998,0
23/05/2011,45.000.000,45.419.998,45.000.000,45.189.999,45.189.999,0
30/05/2011,45.173.000,45.173.000,44.750.000,44.759.998,44.759.998,0
06/06/2011,44.823.002,44.823.002,44.573.002,44.599.998,44.599.998,0
13/06/2011,44.723.000,44.959.999,44.549.999,44.799.999,44.799.999,0
20/06/2011,44.860.001,45.053.001,44.709.999,44.849.998,44.849.998,0
27/06/2011,44.990.002,45.130.001,44.450.001,44.592.999,44.592.999,0
04/07/2011,44.623.001,44.623.001,44.292.999,44.330.002,44.330.002,0
11/07/2011,44.412.998,44.750.000,44.349.998,44.400.002,44.400.002,0
18/07/2011,44.520.000,44.662.998,44.299.999,44.299.999,44.299.999,0
25/07/2011,44.408.001,44.431.000,43.852.501,44.009.998,44.009.998,0
01/08/2011,44.180.000,44.842.999,44.025.002,44.563.000,44.563.000,0
08/08/2011,44.730.000,45.450.001,44.730.000,45.292.999,45.292.999,0
15/08/2011,45.180.000,45.744.999,45.169.998,45.709.999,45.709.999,0
22/08/2011,45.924.999,46.200.001,45.549.999,46.009.998,46.009.998,0
29/08/2011,46.153.000,46.153.000,40.700.001,45.700.001,45.700.001,0
05/09/2011,45.737.999,46.658.001,45.737.999,46.130.001,46.130.001,0
12/09/2011,46.570.000,48.000.000,46.570.000,47.500.000,47.500.000,0
19/09/2011,47.169.998,49.889.999,47.169.998,49.473.000,49.473.000,0
26/09/2011,49.419.998,49.763.000,48.653.000,48.860.001,48.860.001,0
03/10/2011,49.450.001,49.529.999,48.900.002,49.040.001,49.040.001,0
10/10/2011,49.150.002,49.459.999,48.813.000,49.200.001,49.200.001,0
17/10/2011,48.893.002,50.313.000,48.689.999,49.860.001,49.860.001,0
24/10/2011,49.823.002,50.002.998,48.627.998,49.790.001,49.790.001,0
31/10/2011,48.759.998,49.537.998,48.603.001,49.048.000,49.048.000,0
07/11/2011,49.022.999,50.340.000,48.900.002,49.959.999,49.959.999,0
14/11/2011,50.110.001,51.397.999,49.919.998,50.948.002,50.948.002,0
21/11/2011,51.228.001,52.720.001,51.228.001,52.063.000,52.063.000,0
28/11/2011,52.259.998,52.423.000,51.049.999,51.299.999,51.299.999,0
05/12/2011,51.103.001,52.330.002,51.103.001,51.700.001,51.700.001,0
12/12/2011,52.040.001,54.303.001,52.040.001,53.209.999,53.209.999,0
19/12/2011,52.700.001,53.209.999,52.393.002,52.509.998,52.509.998,0
26/12/2011,52.783.001,53.487.999,52.680.000,53.000.000,53.000.000,0
02/01/2012,53.099.998,53.330.002,52.599.998,52.673.000,52.673.000,0
09/01/2012,52.810.001,52.845.001,51.298.000,51.432.999,51.432.999,0
16/01/2012,51.432.999,51.785.000,50.080.002,50.223.000,50.223.000,0
23/01/2012,50.305.000,50.395.000,49.294.998,49.388.000,49.388.000,0
30/01/2012,49.388.000,49.805.000,48.549.999,48.653.000,48.653.000,0
06/02/2012,48.653.000,49.750.000,48.610.001,49.353.001,49.353.001,0
13/02/2012,49.353.001,49.525.002,49.049.999,49.318.001,49.318.001,0
20/02/2012,49.103.001,49.323.002,48.924.999,49.007.999,49.007.999,0
27/02/2012,49.007.999,49.598.000,48.845.001,49.518.002,49.518.002,0
05/03/2012,49.709.999,50.750.000,49.400.002,50.073.002,50.073.002,0
12/03/2012,49.830.002,50.463.001,49.650.002,50.132.999,50.132.999,0
19/03/2012,50.160.000,51.298.000,50.000.000,51.167.999,51.167.999,0
26/03/2012,51.167.999,51.480.000,50.400.002,50.868.000,50.868.000,0
02/04/2012,50.813.000,51.233.002,50.509.998,51.033.001,51.033.001,0
09/04/2012,51.105.000,51.632.999,51.000.000,51.542.999,51.542.999,0
16/04/2012,51.290.001,52.193.001,51.250.000,52.068.001,52.068.001,0
23/04/2012,52.080.002,52.860.001,52.000.000,52.537.998,52.537.998,0
30/04/2012,52.432.499,53.904.999,52.419.998,53.467.999,53.467.999,0
07/05/2012,53.730.000,53.912.998,52.669.998,53.627.998,53.627.998,0
14/05/2012,53.667.999,54.893.002,53.542.999,54.417.999,54.417.999,0
21/05/2012,54.417.999,56.377.998,54.417.999,55.368.000,55.368.000,0
28/05/2012,55.368.000,56.487.999,55.029.999,55.537.998,55.537.998,0
04/06/2012,55.540.001,55.895.000,54.349.998,55.417.999,55.417.999,0
11/06/2012,55.417.999,56.070.000,55.080.002,55.388.000,55.388.000,0
18/06/2012,55.330.002,57.330.002,55.325.001,57.118.000,57.118.000,0
25/06/2012,57.145.000,57.237.999,55.450.001,55.502.998,55.502.998,0
02/07/2012,55.570.000,55.900.002,54.169.998,55.403.000,55.403.000,0
09/07/2012,55.403.000,56.063.000,54.869.999,55.138.000,55.138.000,0
16/07/2012,55.150.002,55.537.998,54.775.002,55.318.001,55.318.001,0
23/07/2012,55.320.000,56.428.001,55.233.002,55.248.001,55.248.001,0
30/07/2012,55.248.001,56.193.001,55.200.001,55.748.001,55.748.001,0
06/08/2012,55.740.002,55.740.002,54.900.002,55.278.000,55.278.000,0
13/08/2012,55.270.000,56.018.002,55.160.000,55.728.001,55.728.001,0
20/08/2012,55.522.999,55.730.000,55.119.999,55.498.001,55.498.001,0
27/08/2012,55.500.000,55.880.001,55.490.002,55.518.002,55.518.002,0
03/09/2012,55.520.000,56.020.000,55.268.002,55.358.002,55.358.002,0
10/09/2012,55.358.002,55.540.001,53.900.002,54.298.000,54.298.000,0
17/09/2012,54.299.999,54.403.000,53.340.000,53.358.002,53.358.002,0
24/09/2012,53.450.001,53.618.000,52.498.001,52.848.000,52.848.000,0
01/10/2012,52.848.000,53.000.000,51.403.000,51.908.001,51.908.001,0
08/10/2012,51.849.998,53.173.000,51.849.998,52.803.001,52.803.001,0
15/10/2012,52.803.001,53.990.002,52.650.002,53.838.001,53.838.001,0
22/10/2012,53.889.999,53.889.999,53.348.000,53.548.000,53.548.000,0
29/10/2012,53.825.001,54.200.001,53.599.998,53.807.999,53.807.999,0
05/11/2012,53.805.000,54.791.000,53.805.000,54.588.001,54.588.001,0
12/11/2012,54.588.001,55.182.999,54.588.001,55.158.001,55.158.001,0
19/11/2012,55.160.000,55.599.998,54.799.999,55.443.001,55.443.001,0
26/11/2012,55.509.998,55.869.999,54.222.000,54.257.999,54.257.999,0
03/12/2012,54.259.998,54.950.001,54.022.999,54.338.001,54.338.001,0
10/12/2012,54.338.001,54.667.999,54.099.998,54.438.000,54.438.000,0
17/12/2012,54.400.002,55.268.002,54.400.002,54.848.000,54.848.000,0
24/12/2012,55.075.001,55.205.002,54.682.999,54.752.998,54.752.998,0
31/12/2012,54.658.001,55.178.001,54.099.998,54.880.001,54.880.001,0
07/01/2013,55.064.999,55.368.000,54.352.001,54.868.000,54.868.000,0
14/01/2013,54.730.000,54.882.999,53.708.000,53.737.999,53.737.999,0
21/01/2013,53.737.999,53.950.001,53.377.998,53.792.999,53.792.999,0
28/01/2013,53.820.000,54.042.999,53.029.999,53.162.998,53.162.998,0
04/02/2013,53.162.998,53.658.001,52.882.999,53.588.001,53.588.001,0
11/02/2013,53.553.001,54.333.000,53.459.999,54.318.001,54.318.001,0
18/02/2013,54.318.001,54.612.999,54.018.002,54.272.999,54.272.999,0
25/02/2013,54.174.999,54.932.999,53.605.999,54.897.999,54.897.999,0
04/03/2013,54.889.999,55.130.001,54.268.002,54.342.999,54.342.999,0
11/03/2013,54.279.999,54.509.998,53.959.999,54.022.999,54.022.999,0
18/03/2013,54.000.000,54.537.998,53.897.999,54.342.999,54.342.999,0
25/03/2013,54.320.000,54.463.001,54.070.000,54.278.000,54.278.000,0
01/04/2013,54.279.999,54.923.000,54.200.001,54.803.001,54.803.001,0
08/04/2013,54.790.001,54.820.000,54.250.000,54.513.000,54.513.000,0
15/04/2013,54.520.000,54.790.001,53.783.001,53.932.999,53.932.999,0
22/04/2013,53.970.001,54.438.000,53.950.001,54.373.001,54.373.001,0
29/04/2013,54.340.000,54.380.001,53.599.998,53.779.999,53.779.999,0
06/05/2013,53.930.000,54.803.001,53.759.998,54.803.001,54.803.001,0
13/05/2013,54.803.001,55.014.999,54.537.998,54.888.000,54.888.000,0
20/05/2013,54.880.001,55.990.002,54.849.998,55.813.000,55.813.000,0
27/05/2013,55.630.001,56.748.001,55.518.002,56.573.002,56.573.002,0
03/06/2013,56.500.000,57.108.002,56.307.999,57.057.999,57.057.999,0
10/06/2013,56.748.001,58.978.001,56.688.000,57.498.001,57.498.001,0
17/06/2013,57.498.001,59.958.000,57.498.001,59.268.002,59.268.002,0
24/06/2013,59.268.002,60.748.001,59.209.999,59.526.001,59.526.001,0
01/07/2013,59.526.001,61.384.998,58.959.000,60.223.000,60.223.000,0
08/07/2013,60.223.000,61.200.001,59.388.000,59.883.999,59.883.999,0
15/07/2013,59.610.001,60.280.499,58.560.001,59.333.000,59.333.000,0
22/07/2013,59.333.000,59.849.998,58.650.002,59.060.001,59.060.001,0
29/07/2013,59.060.001,61.220.001,59.040.001,61.098.000,61.098.000,0
05/08/2013,60.950.001,61.808.998,60.299.999,60.723.999,60.723.999,0
12/08/2013,60.349.998,62.490.002,60.349.998,62.490.002,62.490.002,0
19/08/2013,62.490.002,65.553.001,62.230.000,64.070.000,64.070.000,0
26/08/2013,64.070.000,69.209.999,63.680.000,66.589.996,66.589.996,0
02/09/2013,66.589.996,68.610.001,64.239.998,65.237.999,65.237.999,0
09/09/2013,65.237.999,65.237.999,62.919.998,63.290.001,63.290.001,0
16/09/2013,63.290.001,63.623.001,61.599.998,62.720.001,62.720.001,0
23/09/2013,62.720.001,63.189.999,61.639.999,62.910.000,62.910.000,0
30/09/2013,62.910.000,63.450.001,59.889.999,61.380.001,61.380.001,0
07/10/2013,61.380.001,62.299.999,60.000.000,60.990.002,60.990.002,0
14/10/2013,60.990.002,61.919.998,60.000.000,61.240.002,61.240.002,0
21/10/2013,61.240.002,61.810.001,60.619.999,61.439.999,61.439.999,0
28/10/2013,61.439.999,62.380.001,61.029.999,62.200.001,62.200.001,0
04/11/2013,62.200.001,63.689.999,61.430.000,63.340.000,63.340.000,0
11/11/2013,63.340.000,63.959.999,62.709.999,62.709.999,62.709.999,0
18/11/2013,62.709.999,63.119.999,61.470.001,62.240.002,62.240.002,0
25/11/2013,62.240.002,62.869.999,61.860.001,62.459.999,62.459.999,0
02/12/2013,62.459.999,62.549.999,61.049.999,61.150.002,61.150.002,0
09/12/2013,61.150.002,62.310.001,60.730.000,62.188.000,62.188.000,0
16/12/2013,62.188.000,62.650.002,61.599.998,62.020.000,62.020.000,0
23/12/2013,61.993.000,62.145.000,61.570.000,61.669.998,61.669.998,0
30/12/2013,61.669.998,62.570.000,61.590.000,62.230.000,62.230.000,0
06/01/2014,62.230.000,62.450.001,61.320.000,61.439.999,61.439.999,0
13/01/2014,61.439.999,61.900.002,61.139.999,61.549.999,61.549.999,0
20/01/2014,61.549.999,62.759.998,61.349.998,62.730.000,62.730.000,0
27/01/2014,62.730.000,63.380.001,62.070.000,62.500.000,62.500.000,0
03/02/2014,62.500.000,62.869.999,61.790.001,62.090.000,62.090.000,0
10/02/2014,62.090.000,62.492.500,61.650.002,61.830.002,61.830.002,0
17/02/2014,61.830.002,62.439.999,61.700.001,62.009.998,62.009.998,0
24/02/2014,62.009.998,62.209.999,61.630.001,61.820.000,61.820.000,0
03/03/2014,61.820.000,62.169.998,60.770.000,61.230.000,61.230.000,0
10/03/2014,61.230.000,61.580.002,60.529.999,60.980.000,60.980.000,0
17/03/2014,60.980.000,61.360.001,60.740.002,61.020.000,61.020.000,0
24/03/2014,61.020.000,61.020.000,59.639.999,59.840.000,59.840.000,0
31/03/2014,59.882.999,60.419.998,59.592.999,59.669.998,59.669.998,0
07/04/2014,59.669.998,60.380.001,59.669.998,60.340.000,60.340.000,0
14/04/2014,60.173.000,60.580.002,60.090.000,60.150.002,60.150.002,0
21/04/2014,60.287.998,61.200.001,60.150.002,60.630.001,60.630.001,0
28/04/2014,60.638.000,60.730.000,59.900.002,60.020.000,60.020.000,0
05/05/2014,60.178.001,60.234.001,59.779.999,59.849.998,59.849.998,0
12/05/2014,59.958.000,60.103.001,58.520.000,58.560.001,58.560.001,0
19/05/2014,58.577.999,58.853.001,58.169.998,58.419.998,58.419.998,0
26/05/2014,58.518.002,59.203.999,58.360.001,58.900.002,58.900.002,0
02/06/2014,59.188.000,59.442.501,58.770.000,59.167.999,59.167.999,0
09/06/2014,59.167.999,59.830.002,58.830.002,59.702.999,59.702.999,0
16/06/2014,59.702.999,60.529.999,59.439.999,60.167.999,60.167.999,0
23/06/2014,60.080.002,60.410.000,59.700.001,60.080.002,60.080.002,0
30/06/2014,60.037.998,60.252.998,59.240.002,59.717.999,59.717.999,0
07/07/2014,59.717.999,60.298.000,59.577.999,60.088.001,60.088.001,0
14/07/2014,60.088.001,60.619.999,59.910.000,60.278.000,60.278.000,0
21/07/2014,60.278.000,60.342.999,59.740.002,60.053.001,60.053.001,0
28/07/2014,60.049.999,61.430.000,59.910.000,61.208.000,61.208.000,0
04/08/2014,61.208.000,61.720.001,60.669.998,61.138.000,61.138.000,0
11/08/2014,61.138.000,61.330.002,60.639.999,60.772.999,60.772.999,0
18/08/2014,60.959.999,60.959.999,60.270.000,60.463.001,60.463.001,0
25/08/2014,60.463.001,60.689.999,60.279.999,60.513.000,60.513.000,0
01/09/2014,60.513.000,60.700.001,60.110.001,60.369.999,60.369.999,0
08/09/2014,60.200.001,61.049.999,60.070.000,60.647.999,60.647.999,0
15/09/2014,60.647.999,61.200.001,60.599.998,60.853.001,60.853.001,0
22/09/2014,60.820.000,61.599.998,60.590.000,61.138.000,61.138.000,0
29/09/2014,61.380.001,62.009.998,61.138.000,61.537.998,61.537.998,0
06/10/2014,61.537.998,61.709.999,60.779.999,61.278.000,61.278.000,0
13/10/2014,61.278.000,61.950.001,60.740.002,61.358.002,61.358.002,0
20/10/2014,61.358.002,61.358.002,61.000.000,61.162.998,61.162.998,0
27/10/2014,61.162.998,61.608.002,61.049.999,61.432.999,61.432.999,0
03/11/2014,61.397.999,61.740.002,61.169.998,61.493.000,61.493.000,0
10/11/2014,61.400.002,61.853.001,61.310.001,61.708.000,61.708.000,0
17/11/2014,61.708.000,62.240.002,61.410.000,61.759.998,61.759.998,0
24/11/2014,61.680.000,62.230.000,61.520.000,61.853.001,61.853.001,0
01/12/2014,62.202.999,62.230.000,54.700.001,61.910.999,61.910.999,0
08/12/2014,61.910.999,62.590.000,61.763.000,62.518.002,62.518.002,0
15/12/2014,62.518.002,63.950.001,62.270.000,62.983.002,62.983.002,0
22/12/2014,63.237.999,63.650.002,62.939.999,63.590.000,63.590.000,0
29/12/2014,63.513.000,63.778.000,62.880.001,63.028.000,63.028.000,0
05/01/2015,63.278.000,63.618.000,61.599.998,62.667.999,62.667.999,0
12/01/2015,62.348.000,62.348.000,61.410.000,62.057.999,62.057.999,0
19/01/2015,61.862.999,61.888.000,61.230.000,61.598.000,61.598.000,0
26/01/2015,61.310.001,62.080.002,61.070.000,62.013.000,62.013.000,0
02/02/2015,62.013.000,62.040.001,61.540.001,61.733.002,61.733.002,0
09/02/2015,61.963.001,62.529.999,61.928.001,62.069.000,62.069.000,0
16/02/2015,62.069.000,62.369.999,61.980.000,62.165.001,62.165.001,0
23/02/2015,62.101.002,62.353.001,61.270.000,61.754.002,61.754.002,0
02/03/2015,61.651.001,62.790.001,61.630.001,62.443.001,62.443.001,0
09/03/2015,62.452.999,63.080.002,62.299.999,63.076.000,63.076.000,0
16/03/2015,63.076.000,63.076.000,61.860.001,62.483.002,62.483.002,0
23/03/2015,62.403.000,62.860.001,62.060.001,62.828.999,62.828.999,0
30/03/2015,62.560.001,62.680.000,61.560.001,62.060.001,62.060.001,0
06/04/2015,62.060.001,62.417.999,61.790.001,62.313.999,62.313.999,0
13/04/2015,62.269.001,62.563.000,61.509.998,62.542.999,62.542.999,0
20/04/2015,62.549.999,63.654.999,62.380.001,63.654.999,63.654.999,0
27/04/2015,63.680.000,63.779.999,62.560.001,63.522.999,63.522.999,0
04/05/2015,63.720.001,64.309.998,62.830.002,64.082.001,64.082.001,0
11/05/2015,63.689.999,64.419.998,63.320.000,63.408.001,63.408.001,0
18/05/2015,63.432.999,63.873.001,63.349.998,63.625.999,63.625.999,0
25/05/2015,63.483.002,64.153.000,63.470.001,63.825.001,63.825.001,0
01/06/2015,63.736.000,64.239.998,63.500.000,64.000.999,64.000.999,0
08/06/2015,63.762.001,64.180.000,63.743.000,63.999.001,63.999.001,0
15/06/2015,64.092.003,64.315.002,63.417.000,63.645.000,63.645.000,0
22/06/2015,63.492.001,63.702.999,63.360.001,63.511.002,63.511.002,0
29/06/2015,63.444.000,63.950.001,63.279.999,63.369.999,63.369.999,0
06/07/2015,63.430.000,63.643.002,63.209.999,63.363.998,63.363.998,0
13/07/2015,63.352.001,63.592.999,63.258.999,63.484.001,63.484.001,0
20/07/2015,63.470.001,64.163.002,63.419.998,63.848.000,63.848.000,0
27/07/2015,64.099.998,64.263.000,63.740.002,64.117.996,64.117.996,0
03/08/2015,63.980.000,64.169.998,63.470.001,63.733.002,63.733.002,0
10/08/2015,63.740.002,65.379.997,63.610.001,65.268.997,65.268.997,0
17/08/2015,65.122.002,66.239.998,64.279.999,65.460.999,65.460.999,0
24/08/2015,66.026.001,67.059.998,65.769.997,66.055.000,66.055.000,0
31/08/2015,66.142.998,66.721.001,65.949.997,66.160.004,66.160.004,0
07/09/2015,66.678.001,66.905.998,66.220.001,66.319.000,66.319.000,0
14/09/2015,66.234.001,66.513.000,65.410.004,66.122.002,66.122.002,0
21/09/2015,65.889.999,66.370.003,65.309.998,66.221.001,66.221.001,0
28/09/2015,66.163.002,66.430.000,65.129.997,65.617.996,65.617.996,0
05/10/2015,65.357.002,65.428.001,64.580.002,64.772.003,64.772.003,0
12/10/2015,64.559.998,65.190.002,64.550.003,64.783.997,64.783.997,0
19/10/2015,64.599.998,65.239.998,64.599.998,65.050.003,65.050.003,0
26/10/2015,64.949.997,65.445.000,64.699.997,65.444.000,65.444.000,0
02/11/2015,65.415.001,66.139.999,65.260.002,65.860.001,65.860.001,0
09/11/2015,66.510.002,66.550.003,65.809.998,66.047.997,66.047.997,0
16/11/2015,66.051.003,66.309.998,65.730.003,66.084.999,66.084.999,0
23/11/2015,66.099.998,66.889.999,66.050.003,66.557.999,66.557.999,0
30/11/2015,66.660.004,66.980.003,66.290.001,66.803.001,66.803.001,0
07/12/2015,66.650.002,67.106.003,65.959.999,66.786.003,66.786.003,0
14/12/2015,67.140.999,67.172.997,66.199.997,66.459.000,66.459.000,0
21/12/2015,66.248.001,66.360.001,65.660.004,65.940.002,65.940.002,0
28/12/2015,65.959.999,66.464.996,65.940.002,66.193.001,66.193.001,0
04/01/2016,66.193.001,66.959.999,66.029.999,66.920.998,66.920.998,0
11/01/2016,66.839.996,67.760.002,66.430.000,67.304.001,67.304.001,0
18/01/2016,67.766.998,68.142.998,67.360.001,67.541.000,67.541.000,0
25/01/2016,67.541.000,68.235.001,67.400.002,68.093.002,68.093.002,0
01/02/2016,67.870.003,68.279.999,67.309.998,67.802.002,67.802.002,0
08/02/2016,67.802.002,68.550.003,67.589.996,68.473.999,68.473.999,0
15/02/2016,68.111.000,68.830.002,67.940.002,68.538.002,68.538.002,0
22/02/2016,68.480.003,68.901.001,68.269.997,68.796.997,68.796.997,0
29/02/2016,68.730.003,68.790.001,66.919.998,67.142.998,67.142.998,0
07/03/2016,66.930.000,67.529.999,66.779.999,67.308.998,67.308.998,0
14/03/2016,66.913.002,67.434.998,66.099.998,66.375.999,66.375.999,0
21/03/2016,66.375.999,66.930.000,66.230.003,66.906.998,66.906.998,0
28/03/2016,66.906.998,66.906.998,65.940.002,66.358.002,66.358.002,0
04/04/2016,66.358.002,66.779.999,65.610.001,66.543.999,66.543.999,0
11/04/2016,66.543.999,66.739.998,66.260.002,66.637.001,66.637.001,0
18/04/2016,66.653.000,66.690.002,65.910.004,66.512.001,66.512.001,0
25/04/2016,66.653.000,66.849.998,65.879.997,66.417.999,66.417.999,0
02/05/2016,66.417.999,66.708.000,66.010.002,66.601.997,66.601.997,0
09/05/2016,66.594.002,66.989.998,66.370.003,66.750.999,66.750.999,0
16/05/2016,66.847.000,67.610.001,66.480.003,67.422.997,67.422.997,0
23/05/2016,67.422.997,67.779.999,66.830.002,67.024.002,67.024.002,0
30/05/2016,67.024.002,67.504.997,66.790.001,67.292.000,67.292.000,0
06/06/2016,66.991.997,67.040.001,66.370.003,66.740.997,66.740.997,0
13/06/2016,66.945.000,67.443.001,66.889.999,67.066.002,67.066.002,0
20/06/2016,67.599.998,68.203.003,67.050.003,67.241.997,67.241.997,0
27/06/2016,67.730.003,68.139.999,67.059.998,67.181.999,67.181.999,0
04/07/2016,67.169.998,67.589.996,66.800.003,67.132.004,67.132.004,0
11/07/2016,67.132.004,67.209.999,66.639.999,67.133.003,67.133.003,0
18/07/2016,67.133.003,67.260.002,66.959.999,67.153.999,67.153.999,0
25/07/2016,67.146.004,67.470.001,66.599.998,66.648.003,66.648.003,0
01/08/2016,66.648.003,67.002.998,66.529.999,66.841.003,66.841.003,0
08/08/2016,66.834.999,66.968.002,66.605.003,66.899.597,66.899.597,0
15/08/2016,66.899.498,67.192.902,66.680.000,67.127.502,67.127.502,0
22/08/2016,67.128.601,67.239.998,66.800.003,67.128.998,67.128.998,0
29/08/2016,67.126.503,67.193.001,66.519.997,66.572.800,66.572.800,0
05/09/2016,66.572.800,66.898.804,66.070.000,66.778.000,66.778.000,0
12/09/2016,66.897.003,67.121.201,66.680.000,67.065.300,67.065.300,0
19/09/2016,67.065.498,67.150.002,66.519.997,66.696.503,66.696.503,0
26/09/2016,66.697.502,66.943.001,66.332.497,66.546.501,66.546.501,0
03/10/2016,66.545.502,66.870.003,66.349.998,66.591.202,66.591.202,0
10/10/2016,66.591.499,66.980.003,66.469.803,66.705.299,66.705.299,0
17/10/2016,66.709.999,66.992.500,66.599.998,66.911.201,66.911.201,0
24/10/2016,66.917.999,66.945.000,66.748.001,66.781.403,66.781.403,0
31/10/2016,66.781.403,66.900.002,66.628.304,66.785.301,66.785.301,0
07/11/2016,66.785.301,67.644.997,66.205.002,67.546.799,67.546.799,0
14/11/2016,67.547.203,68.250.000,67.389.999,68.169.998,68.169.998,0
